analyst_id,ticker,reports,quarters,points,pts_est,error_rate,accuracy
shawncooney,KO,Feb-09,6.00,98.00,16.30,0.03,0.63
shawncooney,SPLK,Mar-03,6.00,107.00,17.80,0.25,0.59
shawncooney,SQ,Mar-02,6.00,84.00,14.00,0.15,0.54
shawncooney,AAPL,Feb-01,6.00,86.00,14.30,0.05,0.59
shawncooney,ORCL,Dec-09,6.00,94.00,15.70,0.03,0.61
shawncooney,GOLD,Feb-16,6.00,110.00,18.30,0.07,0.73
shawncooney,JPM,Jan-14,6.00,160.00,26.70,0.05,0.71
shawncooney,LULU,Dec-09,6.00,105.00,17.50,0.08,0.60
shawncooney,COST,Dec-09,6.00,134.00,22.30,0.05,0.66
shawncooney,CRWD,Mar-24,6.00,164.00,27.30,0.25,0.66
shawncooney,TWLO,Feb-15,6.00,137.00,22.80,0.27,0.61
Analyst_5174576,OI,Feb-08,1.00,23.00,23.00,0.02,0.66
Analyst_5174576,COST,Dec-09,1.00,17.00,17.00,0.01,0.69
Analyst_5174576,CVS,Feb-09,1.00,35.00,35.00,0.01,0.72
Analyst_5174576,PVH,Mar-30,1.00,25.00,25.00,0.02,0.66
Analyst_5174576,LULU,Dec-09,1.00,16.00,16.00,0.03,0.59
Analyst_5174576,DIS,Feb-08,1.00,8.00,8.00,0.03,0.41
Analyst_5174576,HELE,Jan-06,1.00,22.00,22.00,0.08,0.77
Analyst_5174576,BBBY,Jan-06,1.00,20.00,20.00,0.50,0.89
Analyst_5174576,GPS,Mar-03,1.00,49.00,49.00,0.00,0.78
Analyst_5174576,VIPS,Feb-23,1.00,16.00,16.00,0.16,0.30
Analyst_5174576,BURL,Mar-03,1.00,9.00,9.00,0.03,0.69
Analyst_5174576,NOG,Mar-02,1.00,11.00,11.00,0.15,0.76
Analyst_5174576,GS,Jan-18,1.00,-10.00,-10.00,0.21,0.23
Analyst_5174576,VEEV,Mar-01,1.00,42.00,42.00,0.00,0.80
Analyst_5174576,JNJ,Jan-25,1.00,-27.00,-27.00,0.03,0.11
Analyst_5174576,PFE,Feb-01,1.00,-7.00,-7.00,0.05,0.49
Analyst_5174576,PCRX,Feb-24,1.00,29.00,29.00,0.09,0.61
Analyst_5174576,STE,Feb-14,1.00,-9.00,-9.00,0.05,0.05
Analyst_5174576,ITGR,Feb-24,1.00,0.00,0.00,0.07,0.57
Analyst_5174576,AVAV,Mar-08,1.00,-3.00,-3.00,0.18,0.17
Analyst_5174576,APOG,Dec-21,1.00,8.00,8.00,0.19,0.77
Analyst_5174576,BRC,Feb-24,1.00,23.00,23.00,0.05,0.88
Analyst_5174576,UAL,Jan-18,1.00,-27.00,-27.00,0.02,0.04
Analyst_5174576,AKAM,Feb-15,1.00,19.00,19.00,0.04,0.49
Analyst_5174576,FB,Feb-02,1.00,8.00,8.00,0.02,0.56
Analyst_5174576,TWTR,Feb-10,1.00,14.00,14.00,0.08,0.67
Analyst_5174576,AMD,Feb-01,1.00,34.00,34.00,0.02,0.67
Analyst_5174576,TER,Jan-26,1.00,25.00,25.00,0.05,0.64
Analyst_5174576,ATVI,Feb-10,1.00,26.00,26.00,0.11,0.61
Analyst_5174576,MSFT,Jan-27,1.00,27.00,27.00,0.03,0.80
Analyst_6234046,AMZN,Feb-03,11.00,246.00,22.40,0.17,0.75
Analyst_6234046,TSLA,Feb-02,9.00,156.00,17.30,0.18,0.67
Analyst_6234046,ZM,Mar-09,7.00,210.00,30.00,0.15,0.74
Analyst_6234046,MSFT,Jan-27,6.00,121.00,20.20,0.04,0.71
Analyst_6234046,GOOGL,Feb-02,6.00,81.00,13.50,0.11,0.53
Analyst_6234046,NVDA,Feb-17,5.00,105.00,21.00,0.08,0.64
Analyst_6234046,V,Feb-03,5.00,74.00,14.80,0.02,0.52
Analyst_6234046,BABA,Feb-02,5.00,93.00,18.60,0.06,0.62
Analyst_6234046,ENPH,Mar-01,5.00,149.00,29.80,0.03,0.78
Analyst_6234046,WDAY,Feb-28,5.00,159.00,31.80,0.07,0.78
Analyst_6234046,AYX,Feb-23,5.00,130.00,26.00,0.39,0.74
Analyst_6234046,FB,Feb-02,5.00,114.00,22.80,0.06,0.70
Analyst_6234046,TDOC,Mar-02,4.00,45.00,11.30,0.12,0.69
Analyst_6234046,EXAS,Feb-24,4.00,70.00,17.50,0.18,0.66
Analyst_6234046,NFLX,Jan-18,4.00,46.00,11.50,0.08,0.61
Analyst_6234046,SHOP,Feb-16,4.00,94.00,23.50,0.15,0.69
Analyst_6234046,PTON,Feb-09,4.00,117.00,29.30,0.17,0.75
Analyst_6234046,ILMN,Feb-01,4.00,95.00,23.80,0.04,0.73
Analyst_6234046,MDB,Mar-16,4.00,103.00,25.80,0.27,0.65
Analyst_6234046,ZS,Feb-24,4.00,85.00,21.30,0.31,0.64
Analyst_6234046,AMAT,Feb-16,3.00,88.00,29.30,0.02,0.68
Analyst_6234046,SQ,Mar-02,3.00,81.00,27.00,0.28,0.69
Analyst_6234046,TEAM,Jan-20,3.00,45.00,15.00,0.07,0.52
Analyst_6234046,PYPL,Feb-02,3.00,56.00,18.70,0.02,0.63
Analyst_6234046,TER,Jan-26,3.00,55.00,18.30,0.04,0.55
Analyst_6234046,CHGG,Feb-14,3.00,97.00,32.30,0.07,0.78
Analyst_6234046,APPF,Feb-28,3.00,8.00,2.70,0.37,0.47
Analyst_6234046,CDNS,Feb-02,3.00,87.00,29.00,0.02,0.73
Analyst_6234046,ATVI,Feb-10,3.00,31.00,10.30,0.11,0.48
Analyst_6234046,CYBR,Feb-10,3.00,86.00,28.70,0.09,0.75
SunRay,FICO,Jan-27,4.00,64.00,16.00,0.08,0.59
SunRay,ABMD,Feb-03,4.00,-58.00,-14.50,0.27,0.19
SunRay,ALGN,Feb-03,4.00,-5.00,-1.30,0.42,0.24
SunRay,RCII,Feb-23,4.00,62.00,15.50,0.04,0.70
SunRay,SPLK,Mar-03,4.00,22.00,5.50,0.37,0.30
SunRay,BKI,Feb-16,4.00,-58.00,-14.50,0.05,0.14
SunRay,PLAY,Mar-29,3.00,-33.00,-9.40,0.58,0.18
powertempo,AYX,Feb-23,2.00,1.00,0.50,0.38,0.31
powertempo,AMD,Feb-01,1.00,29.00,29.00,0.02,0.63
powertempo,FICO,Jan-27,1.00,15.00,15.00,0.12,0.19
powertempo,MNTV,Feb-17,1.00,38.00,38.00,0.00,0.88
powertempo,PINS,Feb-10,1.00,24.00,24.00,0.12,0.64
powertempo,ZM,Mar-09,1.00,20.00,20.00,0.20,0.58
Needham_33,TDC,Feb-10,16.00,146.00,8.80,0.12,0.45
Needham_33,NTNX,Mar-03,13.00,-28.00,-2.10,0.30,0.21
Needham_33,MDB,Mar-16,13.00,228.00,17.50,0.26,0.46
Needham_33,ORCL,Dec-09,12.00,149.00,12.40,0.03,0.54
Needham_33,SPLK,Mar-03,11.00,37.00,3.20,0.28,0.31
Needham_33,NEWR,Feb-08,8.00,87.00,10.20,0.47,0.44
Needham_33,CVLT,Jan-26,7.00,66.00,9.40,0.15,0.52
Needham_33,DT,Feb-02,7.00,39.00,5.60,0.12,0.25
Needham_33,AYX,Feb-23,7.00,58.00,7.70,0.72,0.41
Needham_33,NOW,Jan-26,6.00,62.00,9.70,0.11,0.27
Needham_33,TEAM,Jan-20,6.00,79.00,13.20,0.14,0.36
Needham_33,FROG,Feb-10,5.00,89.00,17.80,0.26,0.66
Needham_33,PEGA,Feb-24,5.00,53.00,10.60,0.40,0.48
Needham_33,DDOG,Feb-17,4.00,41.00,9.10,0.68,0.24
Needham_33,RAMP,Feb-08,4.00,29.00,7.30,0.80,0.17
Needham_33,SNOW,Mar-02,3.00,33.00,11.00,0.28,0.47
Needham_33,DOMO,Mar-16,2.00,39.00,19.50,0.30,0.31
Needham_33,APPN,Feb-24,2.00,9.00,4.50,0.60,0.27
Needham_33,AAIC,Feb-08,1.00,-50.00,-50.00,1.00,0.02
Oppenheimer_11,ANET,Feb-17,29.00,28.00,1.00,0.08,0.33
Oppenheimer_11,BOX,Mar-02,26.00,46.00,1.80,0.14,0.42
Oppenheimer_11,NEWR,Feb-08,24.00,-115.00,-4.80,0.28,0.24
Oppenheimer_11,FFIV,Jan-26,23.00,154.00,6.70,0.03,0.45
Oppenheimer_11,RDWR,Feb-09,23.00,-62.00,-2.70,0.14,0.27
Oppenheimer_11,TEAM,Jan-20,22.00,-97.00,-4.40,0.12,0.20
Oppenheimer_11,CTXS,Jan-26,22.00,48.00,2.20,0.08,0.32
Oppenheimer_11,CSCO,Feb-16,21.00,-110.00,-5.10,0.04,0.28
Oppenheimer_11,TWLO,Feb-15,21.00,54.00,2.60,0.39,0.34
Oppenheimer_11,NTAP,Feb-23,20.00,10.00,0.50,0.08,0.34
Oppenheimer_11,JNPR,Feb-01,20.00,-130.00,-6.30,0.10,0.17
Oppenheimer_11,NTNX,Mar-03,20.00,91.00,4.60,0.20,0.46
Oppenheimer_11,CRNT,Feb-14,19.00,12.00,0.60,0.34,0.38
Oppenheimer_11,PSTG,Mar-03,15.00,-84.00,-5.60,0.38,0.29
Oppenheimer_11,AYX,Feb-23,14.00,-39.00,-2.80,0.40,0.30
Oppenheimer_11,VMW,Feb-24,14.00,-44.00,-3.10,0.07,0.31
Oppenheimer_11,MDB,Mar-16,13.00,-104.00,-8.00,0.32,0.23
Oppenheimer_11,ATEN,Feb-10,13.00,28.00,2.20,0.34,0.35
Oppenheimer_11,ALLT,Feb-08,11.00,-28.00,-2.50,0.36,0.25
Oppenheimer_11,HPE,Feb-24,11.00,-35.00,-3.20,0.15,0.19
Oppenheimer_11,QCOM,Feb-02,10.00,-7.00,-0.70,0.08,0.17
Oppenheimer_11,ZM,Mar-09,9.00,83.00,8.70,0.26,0.49
Oppenheimer_11,CVLT,Jan-26,9.00,123.00,13.70,0.15,0.55
Oppenheimer_11,ESTC,Mar-02,8.00,-58.00,-7.30,0.49,0.17
Oppenheimer_11,DDOG,Feb-17,8.00,-30.00,-3.80,0.44,0.18
Oppenheimer_11,SMAR,Mar-22,8.00,-72.00,-9.00,0.44,0.14
Oppenheimer_11,IBM,Jan-24,7.00,-57.00,-8.10,0.06,0.20
Oppenheimer_11,FROG,Feb-10,5.00,12.00,2.40,0.31,0.58
Oppenheimer_11,AAPL,Feb-01,5.00,-135.00,-27.00,0.16,0.00
Oppenheimer_11,ASAN,Mar-09,4.00,-1.00,-0.30,0.14,0.27
Analyst_5522138,MSFT,Jan-27,5.00,43.00,8.60,0.06,0.46
Analyst_5522138,FB,Feb-02,4.00,27.00,6.80,0.06,0.48
Analyst_5522138,FL,Feb-25,4.00,29.00,7.30,0.07,0.58
Analyst_5522138,CAT,Jan-27,4.00,-35.00,-8.80,0.09,0.31
Analyst_5522138,WERN,Feb-03,4.00,15.00,3.80,0.06,0.48
Analyst_5522138,EBAY,Feb-02,4.00,-46.00,-11.50,0.05,0.19
Analyst_5522138,MDLZ,Feb-02,4.00,26.00,6.50,0.02,0.40
Analyst_5522138,MDT,Feb-22,4.00,28.00,7.00,0.02,0.48
Analyst_5522138,CF,Feb-16,4.00,-27.00,-6.80,0.30,0.17
Analyst_5522138,BA,Jan-26,4.00,-51.00,-12.80,0.34,0.14
Analyst_5522138,CSX,Jan-18,4.00,-12.00,-3.00,0.05,0.43
Analyst_5522138,BBWI,Feb-23,4.00,20.00,5.00,0.11,0.39
Analyst_5522138,ADTN,Jan-18,4.00,29.00,7.30,0.28,0.43
Analyst_5522138,AAPL,Feb-01,4.00,-96.00,-24.00,0.11,0.09
Analyst_5522138,ILMN,Feb-01,4.00,-3.00,-0.80,0.08,0.36
Analyst_5522138,AMZN,Feb-03,4.00,6.00,1.50,0.14,0.41
Analyst_5522138,NFLX,Jan-18,4.00,-58.00,-14.50,0.27,0.22
Analyst_5522138,EXPE,Feb-10,4.00,-17.00,-4.30,0.08,0.18
Analyst_5522138,BABA,Feb-02,4.00,-17.00,-4.30,0.10,0.34
Analyst_5522138,MGM,Feb-17,4.00,-60.00,-15.00,0.28,0.06
Analyst_5522138,HWM,Feb-01,4.00,14.00,3.50,0.07,0.24
Analyst_5522138,SBUX,Jan-27,4.00,63.00,15.80,0.04,0.55
Analyst_5522138,MOS,Feb-09,4.00,9.00,2.30,0.30,0.46
Analyst_5522138,PGR,Jan-26,4.00,45.00,11.30,0.23,0.42
Analyst_5522138,BAC,Jan-18,4.00,24.00,6.00,0.03,0.45
Analyst_5522138,UNH,Jan-18,4.00,83.00,20.80,0.02,0.54
Analyst_5522138,ZUMZ,Mar-10,4.00,9.00,2.30,0.26,0.21
Analyst_5522138,ABT,Jan-26,4.00,-17.00,-4.30,0.02,0.29
Analyst_5522138,ISRG,Jan-27,4.00,70.00,17.50,0.03,0.70
Analyst_5522138,DE,Feb-18,4.00,-32.00,-8.00,0.12,0.31
mjjackson,MSFT,Jan-27,3.00,62.00,20.70,0.05,0.58
mjjackson,ORCL,Dec-09,2.00,14.00,7.00,0.03,0.55
mjjackson,BB,Dec-16,2.00,30.00,15.00,0.51,0.70
mjjackson,IBM,Jan-24,2.00,55.00,27.50,0.01,0.68
mjjackson,ADBE,Dec-16,2.00,45.00,22.50,0.02,0.51
mjjackson,CRM,Mar-01,2.00,52.00,26.00,0.13,0.73
mjjackson,SWKS,Jan-27,2.00,37.00,18.50,0.01,0.70
mjjackson,NWSA,Feb-10,2.00,11.00,5.50,0.24,0.47
mjjackson,NXPI,Feb-02,2.00,42.00,21.00,0.03,0.67
mjjackson,AMBA,Mar-03,2.00,55.00,27.50,0.46,0.56
mjjackson,BIDU,Feb-24,2.00,27.00,13.50,0.19,0.64
mjjackson,DIS,Feb-08,2.00,26.00,13.00,0.10,0.62
mjjackson,TTWO,Feb-09,2.00,16.00,8.00,0.28,0.61
mjjackson,AAPL,Feb-01,2.00,91.00,45.50,0.00,0.77
mjjackson,AVGO,Dec-09,2.00,65.00,32.50,0.01,0.73
mjjackson,CMCSA,Jan-27,2.00,13.00,6.50,0.02,0.54
mjjackson,QCOM,Feb-02,2.00,43.00,21.50,0.03,0.65
mjjackson,CSCO,Feb-16,2.00,52.00,26.00,0.01,0.68
mjjackson,LULU,Dec-09,2.00,37.00,18.50,0.03,0.60
mjjackson,NVDA,Feb-17,2.00,15.00,7.50,0.17,0.64
mjjackson,TXN,Jan-26,2.00,28.00,14.00,0.03,0.62
mjjackson,IAC,Feb-02,2.00,2.00,1.00,0.14,0.54
mjjackson,ZG,Feb-10,2.00,32.00,16.00,0.30,0.59
mjjackson,EBAY,Feb-02,2.00,29.00,14.50,0.03,0.52
mjjackson,DDD,Mar-02,2.00,8.00,4.00,0.53,0.60
mjjackson,YELP,Feb-09,2.00,-8.00,-4.00,0.32,0.61
mjjackson,HPQ,Feb-23,2.00,36.00,18.00,0.02,0.65
mjjackson,ATVI,Feb-10,2.00,23.00,11.50,0.17,0.52
mjjackson,BOX,Mar-02,2.00,53.00,26.50,0.09,0.63
mjjackson,VMW,Feb-24,2.00,28.00,14.00,0.07,0.60
Aitvaras,INTC,Jan-26,7.00,112.00,16.00,0.09,0.58
Aitvaras,IBM,Jan-24,7.00,26.00,3.70,0.02,0.56
Aitvaras,JNPR,Feb-01,6.00,57.00,9.50,0.03,0.62
Aitvaras,SPOT,Feb-09,6.00,6.00,1.00,0.34,0.35
Aitvaras,AMD,Feb-01,6.00,94.00,15.70,0.08,0.66
Aitvaras,GPRO,Feb-03,6.00,23.00,3.80,0.23,0.54
Aitvaras,TTWO,Feb-09,6.00,81.00,13.50,0.14,0.54
Aitvaras,SWKS,Jan-27,6.00,32.00,5.30,0.10,0.41
Aitvaras,MNDT,Feb-10,6.00,82.00,13.70,0.22,0.59
Aitvaras,PYPL,Feb-02,6.00,121.00,20.20,0.04,0.63
Aitvaras,BB,Dec-16,6.00,96.00,16.00,0.31,0.66
Aitvaras,TXN,Jan-26,6.00,106.00,17.70,0.07,0.56
Aitvaras,QCOM,Feb-02,6.00,121.00,20.20,0.06,0.54
Aitvaras,NXPI,Feb-02,6.00,32.00,5.30,0.05,0.48
Aitvaras,GOOGL,Feb-02,6.00,98.00,16.30,0.10,0.66
Aitvaras,EA,Feb-01,6.00,59.00,9.80,0.18,0.54
Aitvaras,V,Feb-03,6.00,135.00,22.50,0.02,0.61
Aitvaras,MSFT,Jan-27,6.00,85.00,14.20,0.08,0.44
Aitvaras,AMZN,Feb-03,6.00,99.00,16.50,0.11,0.65
Aitvaras,NOW,Jan-26,6.00,97.00,16.20,0.04,0.52
Aitvaras,TWTR,Feb-10,6.00,67.00,11.20,0.21,0.53
Aitvaras,EBAY,Feb-02,6.00,158.00,26.30,0.03,0.67
Aitvaras,RDFN,Feb-24,6.00,69.00,11.50,0.13,0.28
Aitvaras,FFIV,Jan-26,6.00,80.00,13.30,0.02,0.54
Aitvaras,AAPL,Feb-01,6.00,51.00,8.50,0.08,0.44
Aitvaras,FSLR,Feb-24,5.00,21.00,4.20,0.54,0.56
Aitvaras,HPQ,Feb-23,5.00,60.00,12.00,0.06,0.34
Aitvaras,WOLF,Jan-25,5.00,34.00,6.80,0.14,0.49
Aitvaras,PNR,Feb-01,5.00,13.00,2.60,0.10,0.33
Aitvaras,BIDU,Feb-24,5.00,83.00,16.60,0.13,0.66
Analyst_2056102,AAOI,Feb-24,4.00,-6.00,-1.50,0.43,0.59
Analyst_2056102,TWTR,Feb-10,3.00,21.00,7.00,0.19,0.38
Analyst_2056102,NFLX,Jan-18,3.00,49.00,16.30,0.09,0.61
Analyst_2056102,RH,Dec-08,3.00,37.00,12.30,0.10,0.55
Analyst_2056102,FB,Feb-02,2.00,-14.00,-7.00,0.07,0.41
Analyst_2056102,IBM,Jan-24,2.00,41.00,20.50,0.02,0.62
Analyst_2056102,AAPL,Feb-01,2.00,30.00,15.00,0.03,0.60
Analyst_2056102,WW,Mar-01,2.00,-9.00,-4.50,0.33,0.32
Analyst_2056102,BHC,Feb-23,1.00,24.00,24.00,0.01,0.77
Analyst_2056102,BA,Jan-26,1.00,-21.00,-21.00,0.23,0.08
Analyst_2056102,CFX,Feb-03,1.00,24.00,24.00,0.03,0.53
Analyst_2056102,AAL,Jan-27,1.00,-12.00,-12.00,0.11,0.35
Analyst_2056102,DDD,Mar-02,1.00,-4.00,-4.00,0.51,0.56
Analyst_2056102,SSYS,Mar-02,1.00,18.00,18.00,0.02,0.63
Analyst_2056102,BB,Dec-16,1.00,2.00,2.00,0.38,0.15
Analyst_2056102,GPRO,Feb-03,1.00,31.00,31.00,0.09,0.63
Analyst_2056102,NTGR,Feb-08,1.00,8.00,8.00,0.07,0.20
Analyst_2056102,QCOM,Feb-02,1.00,6.00,6.00,0.05,0.46
Analyst_2056102,AKAM,Feb-15,1.00,4.00,4.00,0.04,0.40
Analyst_2056102,YELP,Feb-09,1.00,-27.00,-27.00,0.52,0.12
Analyst_2056102,ADSK,Mar-03,1.00,12.00,12.00,0.06,0.69
Analyst_2056102,EA,Feb-01,1.00,-8.00,-8.00,0.21,0.16
Analyst_2056102,HIMX,Feb-17,1.00,-24.00,-24.00,0.55,0.05
Analyst_2056102,WMT,Feb-17,1.00,11.00,11.00,0.02,0.74
Analyst_2056102,SNAP,Feb-08,1.00,-9.00,-9.00,0.17,0.39
Analyst_2056102,AMC,Mar-03,1.00,-13.00,-13.00,0.43,0.26
Analyst_2056102,IRBT,Feb-09,1.00,5.00,5.00,0.18,0.57
Analyst_2056102,CMG,Feb-08,1.00,-8.00,-8.00,0.09,0.33
Analyst_2056102,EXPR,Mar-09,1.00,23.00,23.00,0.39,0.95
Analyst_2056102,TRIP,Feb-16,1.00,8.00,8.00,0.06,0.60
Analyst_9650665,ZS,Feb-24,1.00,0.00,0.00,0.43,0.25
Analyst_7584031,CYBR,Feb-10,6.00,107.00,17.80,0.20,0.62
Analyst_7584031,CACI,Feb-02,4.00,63.00,15.80,0.05,0.55
Analyst_7584031,GOOGL,Feb-02,2.00,9.00,4.50,0.08,0.45
Analyst_7584031,SBUX,Jan-27,1.00,-33.00,-33.00,0.55,0.09
Analyst_7584031,CMG,Feb-08,1.00,24.00,24.00,0.03,0.63
Analyst_7584031,LOW,Feb-23,1.00,-8.00,-8.00,0.23,0.29
Analyst_7584031,HD,Feb-22,1.00,-8.00,-8.00,0.14,0.41
Analyst_7584031,AMZN,Feb-03,1.00,6.00,6.00,0.24,0.46
Analyst_7584031,DFS,Jan-26,1.00,17.00,17.00,0.09,0.40
Analyst_7584031,BAC,Jan-18,1.00,18.00,18.00,0.02,0.47
Analyst_7584031,BRK-B,Feb-21,1.00,16.00,16.00,0.26,0.61
Analyst_7584031,PNC,Jan-18,1.00,19.00,19.00,0.02,0.52
Analyst_7584031,GS,Jan-18,1.00,19.00,19.00,0.16,0.66
Analyst_7584031,DGX,Feb-03,1.00,8.00,8.00,0.01,0.61
Analyst_7584031,BA,Jan-26,1.00,23.00,23.00,0.03,0.51
Analyst_7584031,GE,Jan-27,1.00,-6.00,-6.00,0.04,0.53
Analyst_7584031,ALK,Jan-27,1.00,38.00,38.00,0.02,0.72
Analyst_7584031,AMAT,Feb-16,1.00,5.00,5.00,0.07,0.45
Analyst_7584031,ADS,Jan-27,1.00,11.00,11.00,0.01,0.68
Analyst_7584031,IBM,Jan-24,1.00,23.00,23.00,0.01,0.57
Analyst_7584031,V,Feb-03,1.00,-31.00,-31.00,0.05,0.00
Analyst_7584031,BAH,Feb-04,1.00,9.00,9.00,0.03,0.50
Analyst_7584031,GPN,Feb-16,1.00,30.00,30.00,0.01,0.65
Analyst_7584031,MSFT,Jan-27,1.00,28.00,28.00,0.06,0.85
Analyst_7584031,ORCL,Dec-09,1.00,23.00,23.00,0.01,0.74
Analyst_7584031,VMW,Feb-24,1.00,16.00,16.00,0.04,0.40
Analyst_7584031,ZS,Feb-24,1.00,25.00,25.00,0.07,0.64
Analyst_7584031,BYND,Mar-03,1.00,28.00,28.00,0.45,0.93
Analyst_7584031,NIO,Mar-08,1.00,34.00,34.00,0.22,0.68
Analyst_7584031,NET,Feb-17,1.00,34.00,34.00,0.03,0.70
s_sriniwas,GOOGL,Feb-02,1.00,16.00,16.00,0.08,0.33
quietsubmarine,ADBE,Dec-16,2.00,56.00,28.00,0.01,0.68
quietsubmarine,NFLX,Jan-18,2.00,26.00,13.00,0.08,0.69
quietsubmarine,TSLA,Feb-02,2.00,15.00,7.50,0.39,0.59
quietsubmarine,DISCA,Mar-01,1.00,9.00,9.00,0.17,0.87
quietsubmarine,LOW,Feb-23,1.00,-6.00,-6.00,0.05,0.37
quietsubmarine,HD,Feb-22,1.00,19.00,19.00,0.01,0.72
quietsubmarine,AMZN,Feb-03,1.00,-23.00,-23.00,0.22,0.08
quietsubmarine,BIDU,Feb-24,1.00,23.00,23.00,0.18,0.50
quietsubmarine,UNH,Jan-18,1.00,30.00,30.00,0.01,0.82
quietsubmarine,VEEV,Mar-01,1.00,39.00,39.00,0.02,0.84
quietsubmarine,IQV,Feb-16,1.00,26.00,26.00,0.01,0.84
quietsubmarine,AAPL,Feb-01,1.00,44.00,44.00,0.01,0.76
quietsubmarine,BB,Dec-16,1.00,14.00,14.00,0.51,0.65
quietsubmarine,QCOM,Feb-02,1.00,13.00,13.00,0.04,0.50
quietsubmarine,LHX,Jan-27,1.00,39.00,39.00,0.02,0.71
quietsubmarine,PANW,Mar-01,1.00,6.00,6.00,0.02,0.46
quietsubmarine,TWTR,Feb-10,1.00,11.00,11.00,0.08,0.60
quietsubmarine,GRUB,Dec-10,1.00,21.00,21.00,0.17,0.71
quietsubmarine,BOX,Mar-02,1.00,24.00,24.00,0.51,0.64
quietsubmarine,GOOGL,Feb-02,1.00,36.00,36.00,0.04,0.98
quietsubmarine,AVGO,Dec-09,1.00,24.00,24.00,0.00,0.71
quietsubmarine,AMBA,Mar-03,1.00,19.00,19.00,0.37,0.53
quietsubmarine,IBM,Jan-24,1.00,17.00,17.00,0.02,0.42
quietsubmarine,MA,Feb-03,1.00,35.00,35.00,0.01,0.69
quietsubmarine,V,Feb-03,1.00,34.00,34.00,0.01,0.71
quietsubmarine,TTWO,Feb-09,1.00,-7.00,-7.00,0.55,0.43
quietsubmarine,CRM,Mar-01,1.00,31.00,31.00,0.11,0.67
quietsubmarine,ORCL,Dec-09,1.00,-6.00,-6.00,0.03,0.54
quietsubmarine,EA,Feb-01,1.00,5.00,5.00,0.48,0.41
quietsubmarine,GWRE,Mar-03,1.00,8.00,8.00,0.05,0.57
Analyst_7921806,WYNN,Feb-10,1.00,14.00,14.00,0.02,0.67
Analyst_7921806,CBRE,Feb-11,1.00,37.00,37.00,0.01,0.77
Analyst_7921806,SCU,Feb-17,1.00,19.00,19.00,0.34,0.38
Analyst_7921806,DVA,Feb-16,1.00,-13.00,-13.00,0.06,0.27
Analyst_7921806,QCOM,Feb-02,1.00,-8.00,-8.00,0.07,0.24
Analyst_7921806,OLED,Feb-24,1.00,18.00,18.00,0.38,0.40
Analyst_7921806,LRCX,Jan-26,1.00,36.00,36.00,0.02,0.61
Analyst_7921806,NVDA,Feb-17,1.00,18.00,18.00,0.17,0.61
Analyst_7921806,FSLR,Feb-24,1.00,25.00,25.00,0.54,0.74
Analyst_7921806,VZ,Jan-25,1.00,22.00,22.00,0.01,0.76
Analyst_7921806,SHOP,Feb-16,1.00,17.00,17.00,0.37,0.41
Analyst_7921806,SQ,Mar-02,1.00,22.00,22.00,0.09,0.68
Analyst_7921806,RACE,Feb-01,1.00,34.00,34.00,0.02,0.78
Analyst_7921806,TWLO,Feb-15,1.00,36.00,36.00,0.02,0.74
Analyst_7921806,ROKU,Feb-24,1.00,17.00,17.00,0.55,0.42
Analyst_7921806,DBX,Feb-24,1.00,48.00,48.00,0.00,0.83
Analyst_7921806,PINS,Feb-10,1.00,-10.00,-10.00,0.49,0.22
Analyst_7921806,UBER,Feb-09,1.00,17.00,17.00,0.16,0.72
Jefferies_30,CRM,Mar-01,20.00,22.00,1.10,0.09,0.38
Jefferies_30,TEAM,Jan-20,20.00,20.00,1.00,0.10,0.32
Jefferies_30,WDAY,Feb-28,19.00,-106.00,-5.40,0.21,0.20
Jefferies_30,CHKP,Feb-02,19.00,-35.00,-1.80,0.03,0.32
Jefferies_30,VRNS,Feb-09,18.00,-81.00,-4.40,0.33,0.25
Jefferies_30,NLOK,Feb-03,17.00,109.00,6.40,0.12,0.40
Jefferies_30,MSFT,Jan-27,17.00,-29.00,-1.70,0.08,0.23
Jefferies_30,CVLT,Jan-26,17.00,39.00,2.30,0.10,0.29
Jefferies_30,MIME,Feb-14,17.00,117.00,6.90,0.18,0.39
Jefferies_30,BNFT,Feb-23,15.00,64.00,4.30,0.29,0.41
Jefferies_30,PAYC,Feb-08,15.00,-135.00,-9.00,0.11,0.18
Jefferies_30,VMW,Feb-24,15.00,145.00,9.70,0.05,0.52
Jefferies_30,ALRM,Mar-01,14.00,-4.00,-0.30,0.16,0.16
Jefferies_30,NICE,Feb-17,14.00,-71.00,-5.10,0.02,0.18
Jefferies_30,DBX,Feb-24,12.00,-185.00,-15.40,0.21,0.15
Jefferies_30,NTNX,Mar-03,11.00,96.00,8.70,0.20,0.52
Jefferies_30,SSNC,Feb-16,10.00,-57.00,-5.40,0.13,0.20
Jefferies_30,CTXS,Jan-26,10.00,1.00,0.10,0.04,0.34
Jefferies_30,SAIL,Feb-24,9.00,85.00,9.40,0.38,0.55
Jefferies_30,VG,Feb-23,8.00,-31.00,-3.90,0.36,0.31
Jefferies_30,ORCL,Dec-09,8.00,6.00,0.70,0.02,0.33
Jefferies_30,PANW,Mar-01,8.00,65.00,7.60,0.03,0.50
Jefferies_30,RNG,Feb-14,7.00,-90.00,-12.90,0.07,0.03
Jefferies_30,SPLK,Mar-03,7.00,-120.00,-16.00,0.11,0.09
Jefferies_30,ZUO,Mar-24,4.00,-50.00,-11.10,0.07,0.11
